ISO3,estimate,country,Region,IncomeGroup,pop,Asthma.Inci.1to18,Asthma.Prev.1to18,exac.0to17,exac.18to99,PTB,LBW,COPD_Deaths,COPD_YLLs,AllCause_Deaths,AllCause_YLLs,Absences,NCD.LRI_Deaths,NCD.LRI_YLDs,NCD.LRI_YLLs,LRI.child_YLLs,LRI.child_Deaths,AllCause_YLDs,COPD_YLDs,Diabetes_Deaths,Diabetes_YLDs,Diabetes_YLLs,IHD_Deaths,IHD_YLDs,IHD_YLLs,LRI_Deaths,LRI_YLDs,LRI_YLLs,Stroke_Deaths,Stroke_YLDs,Stroke_YLLs,LC_Deaths,LC_YLDs,LC_YLLs,TotCV_Deaths,TotResp_Deaths,OthCV_Deaths,OthResp_Deaths,TotCV_YLDs,TotResp_YLDs,OthCV_YLDs,OthResp_YLDs,TotCV_YLLs,TotResp_YLLs,OthCV_YLLs,OthResp_YLLs
AFG,central,Afghanistan,South Asia,Low income,38277536.31659593,558.2256050760689,2279.230589589073,1027.335967360846,649.8140787921017,337.9369757080078,NA,9.710685718482095,230.07727323559808,366.2038809427379,10762.014188563042,260615.34402865186,280.2610482063312,3088.1177950858837,7654.2767160977755,3168.944771648039,35.974014539069564,4549.016554212957,69.19580684299818,11.148511151824508,250.67545282428594,298.85779040749014,88.70203122293073,23.93030686856947,2432.806697420178,9.443279858203743,2.2111956360783402,228.75177528526766,42.09923763244666,85.94386419508173,1093.579232340746,3.8234646187280945,0.8749747345405332,110.57388715341816,156.46085548139237,17.025193504669264,25.659586626015,7.3145077861871695,143.6387988033003,117.82907237510545,33.764627739649086,48.633265532107274,4186.9033149950465,426.18325898421745,660.5173852341222,196.10598574861936
AFG,high,Afghanistan,South Asia,Low income,38277536.31659593,897.7893012807631,3447.4279420350763,1027.335967360846,649.8140787921017,337.9369757080078,NA,14.093243724700034,341.9125034049553,440.56180632641673,13424.063005176062,260615.34402865186,341.68334738090397,4050.261171534654,9687.958874330237,4264.40772547846,48.437897062129174,6157.759984280188,85.40280356773923,18.148804122140977,367.37491457160775,497.14551814545916,115.41376098003227,36.85204315513087,3263.417124275264,13.170002856794866,3.399274803519624,332.764915901235,58.51392909398732,112.33467347687323,1555.8144882682648,6.717696154062865,1.7283209178600225,197.48024073202777,191.95910312129013,21.994208810048004,18.031413047270547,7.90096508534797,185.15088345328058,147.77170760767734,35.96416682127648,62.368904039938116,5334.682346631365,572.1677401322062,515.4507340878363,230.25523672725086
AFG,low,Afghanistan,South Asia,Low income,38277536.31659593,306.9344731476227,1445.848984930103,1027.335967360846,649.8140787921017,337.9369757080078,NA,5.334314935644223,128.14212634752008,295.8134442784671,8523.452584794553,260615.34402865186,219.30027995901287,2267.111938976554,5830.882885629884,2229.2807823849294,25.290137935905445,3293.0795976107734,53.25141017176083,6.012959214900743,161.1921546316127,156.76323945346945,65.01011344224221,14.636157832534886,1741.2845896902184,6.428971642865435,1.3167411857281908,150.65661181021065,26.919329931206295,60.989746546030844,695.3597084517762,1.9645052694538432,0.33841061210068374,53.72789895390914,121.52297897966501,12.313202434081752,29.593535606216506,6.978887498437529,104.33992527666074,89.55353506346044,28.714020898095,36.30212489169961,3152.8729442698973,300.03743347298206,716.2286461279027,171.89530712546198
ALB,central,Albania,Europe & Central Asia,Upper middle income,2720353.0608179104,173.30159313409416,686.8501947964212,243.8856163767667,506.0948521094022,102.67607059478762,54.04463857799988,22.106618474108227,319.67008819632014,796.9240836717942,13716.794514298128,447550.0991390129,773.4750625028565,7460.649052893338,13010.071153295336,209.79558754856816,2.4069205339860713,9231.877455573915,130.93448619041916,5.479888480631808,428.833076142619,97.03971341612028,219.61089850361455,126.28554319700801,3512.091379146182,13.839393616860367,3.4430732056240316,201.2366973325642,204.69680120420622,279.14060809473864,2944.941005897708,42.34300282361153,9.790000578990853,928.2162007120619,470.64554790389025,29.752061521818213,46.337848196069444,7.6454430477099855,643.6269181150094,215.9158939090041,238.20076682326277,84.98140771858493,7189.78096242808,447.4546091591012,732.74857738419,127.78452096278107
ALB,high,Albania,Europe & Central Asia,Upper middle income,2720353.0608179104,282.2264364455647,1081.8610029230517,243.8856163767667,506.0948521094022,102.67607059478762,54.04463857799988,29.91505526060449,446.3436825834543,1000.9227649971505,17630.60129390877,447550.0991390129,972.2289033546234,9727.09713268945,16748.641945739666,269.0171817701971,3.0909978234615156,12049.305860558165,166.56074152531306,7.7039414809068285,627.8887275326509,139.69832173602333,282.0807566458897,190.36210634619383,4628.027750322605,19.30883775382466,5.284043370572187,296.8449858977226,260.2528927085661,366.2256910258004,3830.675462370488,59.106787566251235,16.159035029450113,1317.1456237070902,592.93734459874,38.968196485459686,50.603695244284154,9.053141224855196,834.0818848788374,275.0643122340766,277.49408750684313,108.50357070876356,9258.079071256776,602.8656756464379,799.3758585636824,156.5219930629836
ALB,low,Albania,Europe & Central Asia,Upper middle income,2720353.0608179104,94.05558598282222,416.7318188847903,243.8856163767667,506.0948521094022,102.67607059478762,54.04463857799988,15.46357733486701,217.07330015919737,628.0930458878079,10549.552011079271,447550.0991390129,607.884718403384,5493.7876791858635,9972.999592016866,160.9802925337876,1.8459528704867576,6822.083311621713,97.27703763627008,3.7562578722051345,273.32500439581685,64.50331347896069,165.70177484599432,78.38812894376548,2612.0851556493326,9.639392022892048,2.0488804092950463,133.99498300389908,154.64921293241008,196.06989087739586,2192.9990652021106,29.329289965079063,5.294681887706293,634.1769618873054,368.92294023808586,21.834444257218237,48.571952459681484,6.370866922351228,462.4738303864353,162.3912564976304,188.01581056527397,65.11421886136031,5530.660880056901,322.5643611739703,725.5766592054579,105.49106101477295
DZA,central,Algeria,Middle East & North Africa,Lower middle income,41847289.67978317,347.08522685577833,1446.0783417196992,823.971006577711,1258.5091675708466,325.50395496940615,176.10501074400003,11.569937432087887,203.1053874732899,415.2489707437772,8838.234870509383,274153.4972328575,381.48017275446097,6255.682820874545,7602.879361599281,161.0164169746325,1.829277094623894,7046.020037983264,124.51654547619212,11.903722069222502,528.7270621954877,244.0482314445128,139.32247687856542,62.00572859839631,2667.413185471203,11.295854493804695,3.6774320615772704,205.83093527500284,58.58736003173048,187.44707183135003,1047.4544103131593,7.835035907500857,1.7811999247050114,190.83170961475815,231.29454354180828,17.632084252767523,33.38470663151239,6.0621468206796365,338.7054163535399,186.29397765725489,89.25261592379354,61.777432181062764,4340.453116664471,328.2807229781735,625.5855208801086,125.1753355048836
DZA,high,Algeria,Middle East & North Africa,Lower middle income,41847289.67978317,568.9563470722217,2265.320666871591,823.971006577711,1258.5091675708466,325.50395496940615,176.10501074400003,15.868396860576787,286.3523759598125,483.7378312554933,10511.927360014028,274153.4972328575,448.5484515291387,8169.92774832396,9156.90123813828,224.76284265911093,2.552158870168726,9177.094322200672,153.58552129021717,16.733842449565593,771.58950305318,343.87818561160367,173.3049693186438,93.0361974910708,3430.3408651080404,15.469107000515015,5.596938148488458,287.9598713604089,74.95386508749861,246.84008388983477,1384.1951543294454,10.97870042011534,2.970865097700995,270.54504996253655,278.4156049839229,22.440174200453967,30.15677057778049,6.57177733987718,438.2412473641557,233.47509944209673,98.36496598325016,79.88957815187956,5393.917515020876,426.4786579994737,579.3814955833896,140.1262820396612
DZA,low,Algeria,Middle East & North Africa,Lower middle income,41847289.67978317,184.89780308593026,888.8769434922523,823.971006577711,1258.5091675708466,325.50395496940615,176.10501074400003,8.276842348084148,140.33135262008074,353.74854919801027,7366.729171905251,274153.4972328575,323.2401951126996,4609.96567716779,6279.458420471663,114.62075868516608,1.3040480207755865,5215.756416626982,95.89612035859997,8.28108054005287,339.25010323994235,167.76591024129766,109.94949565561986,38.005266179361165,2030.9224820311729,8.164568472056395,2.2027206957176286,143.66594659854172,44.61039774508422,132.335453380237,769.8688038162283,5.489524917390314,0.9269559633261683,131.06536090184866,190.6049659570293,13.68736371408336,36.04507255632521,5.410521365999212,244.91977605927323,142.40602368572397,74.57905649967506,46.50990332712399,3477.3942199753537,250.2276972869367,676.6029341279527,109.89634466685595
ASM,central,American Samoa,East Asia & Pacific,Upper middle income,55504.94583680459,383.33867287990455,1723.610084419194,1160.836626873634,1201.4421254651763,NA,NA,29.745514252260072,578.9136697821497,635.5081342761769,15246.278849136474,NA,592.7355175367181,6475.258705052602,13924.63726969491,164.32970136812193,1.8711129349260538,7358.80919238429,91.36801988961027,77.67709673165699,1436.684451265537,1850.5073979198316,115.50375188617885,81.98205019170071,2736.4541795333994,18.011043202273314,3.715915014255716,390.4464118940446,72.64389266844292,284.1688708631398,1592.1333885144757,22.710365847938196,4.871106480123005,551.4827902450602,220.80713099570352,40.16223021278408,32.659486441081754,10.416715960524009,474.822402583043,148.6796545111664,108.67148152820255,57.31163462155614,5118.775852254355,822.2379769931408,790.1882842064806,243.32430721099115
