measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),78,Denmark,3,Both,11,30 to 34,491,Cardiovascular diseases,1,Number,2019,578.8998280481222,718.7567636867767,463.64154720806414
4,YLLs (Years of Life Lost),78,Denmark,3,Both,11,30 to 34,491,Cardiovascular diseases,2,Percent,2019,0.06177880706320912,0.07654435293491771,0.04976116035331425
4,YLLs (Years of Life Lost),78,Denmark,3,Both,11,30 to 34,491,Cardiovascular diseases,3,Rate,2019,166.17118673641153,206.31663477835048,133.08669719187694
4,YLLs (Years of Life Lost),78,Denmark,3,Both,12,35 to 39,491,Cardiovascular diseases,1,Number,2019,1029.056406247406,1235.292012438524,842.4243917434126
4,YLLs (Years of Life Lost),78,Denmark,3,Both,12,35 to 39,491,Cardiovascular diseases,2,Percent,2019,0.08700117646007062,0.10468522636334367,0.07110564546235815
4,YLLs (Years of Life Lost),78,Denmark,3,Both,12,35 to 39,491,Cardiovascular diseases,3,Rate,2019,310.1211577160263,372.2732657695468,253.8768779530594
4,YLLs (Years of Life Lost),78,Denmark,3,Both,13,40 to 44,491,Cardiovascular diseases,1,Number,2019,2226.2323419044296,2638.98121132432,1863.2636704945423
4,YLLs (Years of Life Lost),78,Denmark,3,Both,13,40 to 44,491,Cardiovascular diseases,2,Percent,2019,0.1155659728315645,0.13590484561767194,0.09673412993313518
4,YLLs (Years of Life Lost),78,Denmark,3,Both,13,40 to 44,491,Cardiovascular diseases,3,Rate,2019,599.094346347365,710.1678895154577,501.4169948644302
4,YLLs (Years of Life Lost),78,Denmark,3,Both,14,45 to 49,491,Cardiovascular diseases,1,Number,2019,4147.532017969795,4682.683339827569,3631.937742805705
4,YLLs (Years of Life Lost),78,Denmark,3,Both,14,45 to 49,491,Cardiovascular diseases,2,Percent,2019,0.13416518248581474,0.15045538114563087,0.11759131310065905
4,YLLs (Years of Life Lost),78,Denmark,3,Both,14,45 to 49,491,Cardiovascular diseases,3,Rate,2019,1065.2513211188755,1202.6994830951016,932.8261872319686
4,YLLs (Years of Life Lost),78,Denmark,3,Both,25,50-69 years,491,Cardiovascular diseases,1,Number,2019,50462.04568566554,54239.291021426914,46998.084577731934
4,YLLs (Years of Life Lost),78,Denmark,3,Both,25,50-69 years,491,Cardiovascular diseases,2,Percent,2019,0.16848708247915778,0.1797299725050872,0.1576327088534806
4,YLLs (Years of Life Lost),78,Denmark,3,Both,25,50-69 years,491,Cardiovascular diseases,3,Rate,2019,3459.9350484687716,3718.9222406502895,3222.428219702281
4,YLLs (Years of Life Lost),78,Denmark,3,Both,26,70+ years,491,Cardiovascular diseases,1,Number,2019,142512.43665253356,152709.86208300822,126454.16186863094
4,YLLs (Years of Life Lost),78,Denmark,3,Both,26,70+ years,491,Cardiovascular diseases,2,Percent,2019,0.28846115003090034,0.3078950621332008,0.2592890175215443
4,YLLs (Years of Life Lost),78,Denmark,3,Both,26,70+ years,491,Cardiovascular diseases,3,Rate,2019,17365.677189823135,18608.2718878892,15408.915922716038
4,YLLs (Years of Life Lost),78,Denmark,3,Both,11,30 to 34,508,Chronic respiratory diseases,1,Number,2019,108.66033956536583,135.64836741615142,85.60029734857122
4,YLLs (Years of Life Lost),78,Denmark,3,Both,11,30 to 34,508,Chronic respiratory diseases,2,Percent,2019,0.011595233406818032,0.014670998785937403,0.00915401037738686
4,YLLs (Years of Life Lost),78,Denmark,3,Both,11,30 to 34,508,Chronic respiratory diseases,3,Rate,2019,31.19057339788562,38.93739313829081,24.57126830277685
4,YLLs (Years of Life Lost),78,Denmark,3,Both,12,35 to 39,508,Chronic respiratory diseases,1,Number,2019,157.10784470570798,198.5750924528902,126.2173269579696
4,YLLs (Years of Life Lost),78,Denmark,3,Both,12,35 to 39,508,Chronic respiratory diseases,2,Percent,2019,0.01328213711514866,0.016742131308152705,0.010756405751238447
4,YLLs (Years of Life Lost),78,Denmark,3,Both,12,35 to 39,508,Chronic respiratory diseases,3,Rate,2019,47.346740558252804,59.84350050317035,38.037432469583294
4,YLLs (Years of Life Lost),78,Denmark,3,Both,13,40 to 44,508,Chronic respiratory diseases,1,Number,2019,315.34237029455755,378.1352222751947,261.89462716227155
4,YLLs (Years of Life Lost),78,Denmark,3,Both,13,40 to 44,508,Chronic respiratory diseases,2,Percent,2019,0.01637150547941057,0.019639217909136975,0.013655797195767672
4,YLLs (Years of Life Lost),78,Denmark,3,Both,13,40 to 44,508,Chronic respiratory diseases,3,Rate,2019,84.86078818064237,101.75877403078302,70.4776350241361
4,YLLs (Years of Life Lost),78,Denmark,3,Both,14,45 to 49,508,Chronic respiratory diseases,1,Number,2019,720.3213240997984,852.1458540449092,595.7396115072062
4,YLLs (Years of Life Lost),78,Denmark,3,Both,14,45 to 49,508,Chronic respiratory diseases,2,Percent,2019,0.023302860630493617,0.027521349411677005,0.019357733758857507
4,YLLs (Years of Life Lost),78,Denmark,3,Both,14,45 to 49,508,Chronic respiratory diseases,3,Rate,2019,185.00718952930666,218.8649762977963,153.00964656845173
4,YLLs (Years of Life Lost),78,Denmark,3,Both,25,50-69 years,508,Chronic respiratory diseases,1,Number,2019,18092.897335272668,20984.956076465325,14278.590461633163
4,YLLs (Years of Life Lost),78,Denmark,3,Both,25,50-69 years,508,Chronic respiratory diseases,2,Percent,2019,0.06041051498751562,0.06989934810666493,0.047750953865787905
4,YLLs (Years of Life Lost),78,Denmark,3,Both,25,50-69 years,508,Chronic respiratory diseases,3,Rate,2019,1240.5412576533656,1438.8355452693233,979.0129375387191
4,YLLs (Years of Life Lost),78,Denmark,3,Both,26,70+ years,508,Chronic respiratory diseases,1,Number,2019,47623.49178164096,54233.15417042691,36576.30061768916
4,YLLs (Years of Life Lost),78,Denmark,3,Both,26,70+ years,508,Chronic respiratory diseases,2,Percent,2019,0.09639127590523036,0.1095361640298841,0.07480012144278912
4,YLLs (Years of Life Lost),78,Denmark,3,Both,26,70+ years,508,Chronic respiratory diseases,3,Rate,2019,5803.101851023389,6608.514108882864,4456.959997627168
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,11,30 to 34,508,Chronic respiratory diseases,1,Number,2019,116.04365842578927,145.28262536186224,90.70774804214847
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,11,30 to 34,508,Chronic respiratory diseases,2,Percent,2019,0.008309632290916143,0.01043849035753379,0.0065342124776211225
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,11,30 to 34,508,Chronic respiratory diseases,3,Rate,2019,18.473846962547945,23.128614037695325,14.440436283897794
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,12,35 to 39,508,Chronic respiratory diseases,1,Number,2019,157.5166397559612,196.34962560375664,125.76294935932994
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,12,35 to 39,508,Chronic respiratory diseases,2,Percent,2019,0.009334787953430007,0.011541832550512823,0.00742614681771003
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,12,35 to 39,508,Chronic respiratory diseases,3,Rate,2019,24.93445670275725,31.081613001677752,19.9079336663706
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,13,40 to 44,508,Chronic respiratory diseases,1,Number,2019,231.75016875536363,282.75555156592327,191.4552449077462
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,13,40 to 44,508,Chronic respiratory diseases,2,Percent,2019,0.01025283183363652,0.012576769598150518,0.00846864665779031
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,13,40 to 44,508,Chronic respiratory diseases,3,Rate,2019,38.63410019041427,47.136993976151814,31.9167021688522
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,14,45 to 49,508,Chronic respiratory diseases,1,Number,2019,445.84651424054687,540.2385372680014,363.16942590920104
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,14,45 to 49,508,Chronic respiratory diseases,2,Percent,2019,0.01327996760224211,0.016072702604960215,0.010935868100831256
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,14,45 to 49,508,Chronic respiratory diseases,3,Rate,2019,71.98272191289398,87.22248386540035,58.63435724515503
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,25,50-69 years,508,Chronic respiratory diseases,1,Number,2019,10878.971706692986,12724.753430456154,9122.26026767013
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,25,50-69 years,508,Chronic respiratory diseases,2,Percent,2019,0.03613851901987283,0.04235618990482977,0.030431056224430094
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,25,50-69 years,508,Chronic respiratory diseases,3,Rate,2019,478.48745403991217,559.6700714350353,401.2223956682912
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,26,70+ years,508,Chronic respiratory diseases,1,Number,2019,29466.000277961688,33655.9576907905,24719.911241361482
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,26,70+ years,508,Chronic respiratory diseases,2,Percent,2019,0.05029957100461421,0.05734306845874564,0.0423968211734719
4,YLLs (Years of Life Lost),94,Switzerland,3,Both,26,70+ years,508,Chronic respiratory diseases,3,Rate,2019,2464.2476301781435,2814.654625620727,2067.3312332892247
4,YLLs (Years of Life Lost),15,Myanmar,3,Both,11,30 to 34,491,Cardiovascular diseases,1,Number,2019,64591.22241158338,89873.5053493086,43831.834344343646
4,YLLs (Years of Life Lost),15,Myanmar,3,Both,11,30 to 34,491,Cardiovascular diseases,2,Percent,2019,0.14334754685776077,0.17296784283745176,0.11598181247555499
4,YLLs (Years of Life Lost),15,Myanmar,3,Both,11,30 to 34,491,Cardiovascular diseases,3,Rate,2019,1544.8154605721359,2149.4868091322296,1048.317291921011
4,YLLs (Years of Life Lost),15,Myanmar,3,Both,12,35 to 39,491,Cardiovascular diseases,1,Number,2019,90757.5830028219,122227.45828256375,63008.97998299103
4,YLLs (Years of Life Lost),15,Myanmar,3,Both,12,35 to 39,491,Cardiovascular diseases,2,Percent,2019,0.17336707124662434,0.2037298067120144,0.1422542554628638
4,YLLs (Years of Life Lost),15,Myanmar,3,Both,12,35 to 39,491,Cardiovascular diseases,3,Rate,2019,2312.405115300483,3114.2235217302864,1605.4007037406884
