"scenario","region_id","pop","estimate","Outcome","number","Pollutant","Cause","double_counted","AgeGrp","region_name","iso3","version","epi_version","calc_causes","pop_year","ref"
"scenario","BGD.1_1",8051846.7704289,"central","YLLs",-25161.1328598691,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLDs",-6299.94488472276,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths",-1313.52057894354,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLLs",-80109.6531251617,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths",-3011.42822106045,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLLs",-4157.27571603864,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths",-157.431815825617,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLLs",-14158.0568276257,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths",-701.942247918692,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLLs",-233651.861572808,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths",-9951.89231295206,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLLs",-65504.3764968806,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLDs",-3839.756156863,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths",-2755.97505498744,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLLs",-22887.2002914678,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths.child",-256.142299567484,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLDs",-10580.5144767238,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths",-538.787035560232,"PM25","Diabetes",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","exac",-11227.9402448924,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","exac",-13030.5066706288,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","PTB",-32448.1936241944,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","LBW",-26458.191147574,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Absences",-9400161.10833739,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-10281.4967023991,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLDs",-2613.00132641917,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-549.559236380081,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-58896.8515711061,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-2252.65133105002,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-2023.9121736997,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-76.8242256080922,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-6529.70721123847,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-327.519374404625,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-158797.14851901,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-6863.88721830968,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-28456.0627753796,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLDs",-1510.68978037123,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-1206.44761177032,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-14048.7721003896,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths.child",-157.270358733095,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLDs",-4680.35926561215,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2021,"0.6.0"
