"scenario","region_id","pollutant","pop","estimate","number","cause","outcome","double_counted","age_group","region_name","iso3","version","epi_version","calc_causes","pop_year","ref"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-26643.7478128717,"COPD","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-6671.1679350203,"COPD","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-1390.91952843697,"COPD","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-84830.0991505721,"IHD","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-3188.87605440341,"IHD","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-4402.2423943945,"LC","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-166.708455535018,"LC","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-14992.3176248245,"LRI","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-743.304060946136,"LRI","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-247419.752935016,"NCD.LRI","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-10538.3056686634,"NCD.LRI","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2020,"0.7.0"
