"scenario","region_id","pop","estimate","Outcome","number","Pollutant","Cause","double_counted","AgeGrp","region_name","iso3","version","epi_version","calc_causes","pop_year","ref"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-20799.6063757246,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","YLDs",-8482.17850346426,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-1147.48870870233,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-83111.5193693175,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-3283.61298461774,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-5633.01563051779,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-231.986345412261,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-14915.5602000919,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-782.257540547823,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-228039.571476799,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-10098.2275982471,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-64699.0878378578,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","YLDs",-4447.61934704412,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-2793.92818834015,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.0","gbd2019","GEMM and GBD",2020,"0.6.0"
