"scenario","region_id","pollutant","pop","estimate","number","cause","outcome","double_counted","age_group","region_name","iso3","version","epi_version","calc_causes","pop_year","ref"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-24235.8242017456,"LRI.child","YLLs",FALSE,"0-4","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-271.235435697334,"LRI.child","Deaths.child",FALSE,"0-4","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-21946.5386573685,"COPD","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-5495.06195614827,"COPD","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-1145.70477901699,"COPD","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-11203.9692734936,"Diabetes","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-570.534958829593,"Diabetes","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-35776.6855259878,"IHD","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-1323.27098083444,"IHD","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-2532.62366150683,"LC","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-95.9078899423751,"LC","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-8246.11335642329,"LRI","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-408.834024080605,"LRI","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-26302.0314749601,"Stroke","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-1559.73910561345,"Stroke","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-1095.30709295149,"Stroke","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-11889.5444815223,"Asthma.0to17","AsthmaERV",FALSE,"0-18","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-13798.3267899641,"Asthma.18to99","AsthmaERV",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-34360.1972423577,"PTB","PTB",FALSE,"Newborn","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-28017.2350126999,"LBW","LBW",FALSE,"Newborn","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"central",-9954063.80808761,"Absences","Absences",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-14876.5933158875,"LRI.child","YLLs",FALSE,"0-4","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-166.537484614126,"LRI.child","Deaths.child",FALSE,"0-4","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-11087.317263851,"COPD","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-2817.79740396286,"COPD","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-592.631382900105,"COPD","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-4956.14854232188,"Diabetes","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-305.832307504773,"Diabetes","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-18896.2322890209,"IHD","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-710.065345128895,"IHD","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-1397.78600679815,"LC","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-53.0575530566618,"LC","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-5120.58685507951,"LRI","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-256.840214898716,"LRI","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-8551.57736364693,"Stroke","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-448.228195054606,"Stroke","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-371.393929986591,"Stroke","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-6021.31284351837,"Asthma.0to17","AsthmaERV",FALSE,"0-18","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-8841.7502124411,"Asthma.18to99","AsthmaERV",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-13607.1954083313,"PTB","PTB",FALSE,"Newborn","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-7151.06007462686,"LBW","LBW",FALSE,"Newborn","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"low",-8292075.96628697,"Absences","Absences",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"high",-36645.1062744267,"LRI.child","YLLs",FALSE,"0-4","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"high",-410.089555113193,"LRI.child","Deaths.child",FALSE,"0-4","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"high",-36119.6978262685,"COPD","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"high",-8393.58453064168,"COPD","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"high",-1871.08675212194,"COPD","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"high",-17895.3960431249,"Diabetes","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"high",-777.879823205358,"Diabetes","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
"scenario","BGD.1_1","PM25",8526300.30507727,"high",-59045.30878375,"IHD","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GBD only",2020,"0.7.0"
