"scenario","region_id","pop","estimate","Outcome","number","Pollutant","Cause","double_counted","AgeGrp","region_name","iso3","version","epi_version","calc_causes","pop_year","ref"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-26643.7478128717,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","YLDs",-6671.1679350203,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-1390.91952843697,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-84830.0991505721,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-3188.87605440341,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-4402.2423943945,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-166.708455535018,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-14992.3176248245,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-743.304060946136,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-247419.752935016,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-10538.3056686634,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-69364.2093836687,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","YLDs",-4066.01305577745,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-2918.37035926023,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","YLLs",-24235.8242017456,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths.child",-271.235435697334,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","YLDs",-11203.9692734936,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
"scenario","BGD.1_1",8526300.30507727,"central","Deaths",-570.534958829593,"PM25","Diabetes",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2020,"0.6.1"
