"scenario","region_id","pollutant","pop","estimate","number","cause","outcome","double_counted","age_group","region_name","iso3","version","epi_version","calc_causes","pop_year","ref"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-26861.7765296348,"COPD","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-6725.75883545965,"COPD","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-1402.30157581393,"COPD","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-85524.2731755849,"IHD","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-3214.97097764548,"IHD","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-4438.26642775764,"LC","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-168.072649149563,"LC","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-15115.0014077519,"LRI","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-749.386599773297,"LRI","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-249444.415967151,"NCD.LRI","YLLs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-10624.5417822137,"NCD.LRI","Deaths",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-69931.8243328652,"Stroke","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-4099.28568750776,"Stroke","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-2942.25170466771,"Stroke","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-24434.1486149443,"LRI.child","YLLs",FALSE,"0-4","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-273.454985079091,"LRI.child","Deaths.child",FALSE,"0-4","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-11295.6525854852,"Diabetes","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-575.203709105108,"Diabetes","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-11986.8379307927,"Asthma.0to17","AsthmaERV",FALSE,"0-18","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-13911.2400146584,"Asthma.18to99","AsthmaERV",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-34641.3705129161,"PTB","PTB",FALSE,"Newborn","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-28246.503126179,"LBW","LBW",FALSE,"Newborn","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"central",-10035519.0062789,"Absences","Absences",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"low",-10976.4241677098,"COPD","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"low",-2789.61436644457,"COPD","YLDs",FALSE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"low",-586.704004134231,"COPD","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"low",-62877.6960883771,"IHD","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"low",-2404.90827622317,"IHD","Deaths",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
"scenario","BGD.1_1","PM25",8596071.95759812,"low",-2160.70861468404,"LC","YLLs",TRUE,"25+","Barisal","BGD","0.7.0","gbd2021","GEMM and GBD",2021,"0.7.0"
