ISO3,estimate,country,Region,IncomeGroup,pop,Asthma.Inci.1to18,Asthma.Prev.1to18,exac.0to17,exac.18to99,PTB,LBW,COPD_Deaths,COPD_YLLs,AllCause_Deaths,AllCause_YLLs,Absences,NCD.LRI_Deaths,NCD.LRI_YLDs,NCD.LRI_YLLs,LRI.child_YLLs,LRI.child_Deaths,AllCause_YLDs,COPD_YLDs,Diabetes_Deaths,Diabetes_YLDs,Diabetes_YLLs,IHD_Deaths,IHD_YLDs,IHD_YLLs,LRI_Deaths,LRI_YLDs,LRI_YLLs,Stroke_Deaths,Stroke_YLDs,Stroke_YLLs,LC_Deaths,LC_YLDs,LC_YLLs
AFG,central,Afghanistan,South Asia,Low income,38277536.31659593,558.2256050760689,2279.230589589073,1027.335967360846,649.8140787921017,337.9369757080078,NA,9.710685718482095,230.07727323559808,366.2038809427379,10762.014188563042,260475.97533382647,280.2610482063312,3088.1177950858837,7654.2767160977755,3168.944771648039,35.974014539069564,4549.016554212957,69.19580684299818,11.148511151824508,250.67545282428594,298.85779040749014,88.70203122293073,23.93030686856947,2432.806697420178,9.443279858203743,2.2111956360783402,228.75177528526766,42.09923763244666,85.94386419508173,1093.579232340746,3.8234646187280945,0.8749747345405332,110.57388715341816
AFG,high,Afghanistan,South Asia,Low income,38277536.31659593,897.7893012807631,3447.4279420350763,1027.335967360846,649.8140787921017,337.9369757080078,NA,14.093243724700034,341.9125034049553,440.56180632641673,13424.063005176062,260475.97533382647,341.68334738090397,4050.261171534654,9687.958874330237,4264.40772547846,48.437897062129174,6157.759984280188,85.40280356773923,18.148804122140977,367.37491457160775,497.14551814545916,115.41376098003227,36.85204315513087,3263.417124275264,13.170002856794866,3.399274803519624,332.764915901235,58.51392909398732,112.33467347687323,1555.8144882682648,6.717696154062865,1.7283209178600225,197.48024073202777
AFG,low,Afghanistan,South Asia,Low income,38277536.31659593,306.9344731476227,1445.848984930103,1027.335967360846,649.8140787921017,337.9369757080078,NA,5.334314935644223,128.14212634752008,295.8134442784671,8523.452584794553,260475.97533382647,219.30027995901287,2267.111938976554,5830.882885629884,2229.2807823849294,25.290137935905445,3293.0795976107734,53.25141017176083,6.012959214900743,161.1921546316127,156.76323945346945,65.01011344224221,14.636157832534886,1741.2845896902184,6.428971642865435,1.3167411857281908,150.65661181021065,26.919329931206295,60.989746546030844,695.3597084517762,1.9645052694538432,0.33841061210068374,53.72789895390914
ALB,central,Albania,Europe & Central Asia,Upper middle income,2720353.0608179104,173.30159313409416,686.8501947964212,243.8856163767667,506.0948521094022,102.67607059478762,54.04463857799988,22.106618474108227,319.67008819632014,796.9240836717942,13716.794514298128,427271.7957367953,773.4750625028565,7460.649052893338,13010.071153295336,209.79558754856816,2.4069205339860713,9231.877455573915,130.93448619041916,5.479888480631808,428.833076142619,97.03971341612028,219.61089850361455,126.28554319700801,3512.091379146182,13.839393616860367,3.4430732056240316,201.2366973325642,204.69680120420622,279.14060809473864,2944.941005897708,42.34300282361153,9.790000578990853,928.2162007120619
ALB,high,Albania,Europe & Central Asia,Upper middle income,2720353.0608179104,282.2264364455647,1081.8610029230517,243.8856163767667,506.0948521094022,102.67607059478762,54.04463857799988,29.91505526060449,446.3436825834543,1000.9227649971505,17630.60129390877,427271.7957367953,972.2289033546234,9727.09713268945,16748.641945739666,269.0171817701971,3.0909978234615156,12049.305860558165,166.56074152531306,7.7039414809068285,627.8887275326509,139.69832173602333,282.0807566458897,190.36210634619383,4628.027750322605,19.30883775382466,5.284043370572187,296.8449858977226,260.2528927085661,366.2256910258004,3830.675462370488,59.106787566251235,16.159035029450113,1317.1456237070902
ALB,low,Albania,Europe & Central Asia,Upper middle income,2720353.0608179104,94.05558598282222,416.7318188847903,243.8856163767667,506.0948521094022,102.67607059478762,54.04463857799988,15.46357733486701,217.07330015919737,628.0930458878079,10549.552011079271,427271.7957367953,607.884718403384,5493.7876791858635,9972.999592016866,160.9802925337876,1.8459528704867576,6822.083311621713,97.27703763627008,3.7562578722051345,273.32500439581685,64.50331347896069,165.70177484599432,78.38812894376548,2612.0851556493326,9.639392022892048,2.0488804092950463,133.99498300389908,154.64921293241008,196.06989087739586,2192.9990652021106,29.329289965079063,5.294681887706293,634.1769618873054
DZA,central,Algeria,Middle East & North Africa,Lower middle income,41847289.67978317,347.08522685577833,1446.0783417196992,823.971006577711,1258.5091675708466,325.50395496940615,176.10501074400003,11.569937432087887,203.1053874732899,415.2489707437772,8838.234870509383,266508.89340945,381.48017275446097,6255.682820874545,7602.879361599281,161.0164169746325,1.829277094623894,7046.020037983264,124.51654547619212,11.903722069222502,528.7270621954877,244.0482314445128,139.32247687856542,62.00572859839631,2667.413185471203,11.295854493804695,3.6774320615772704,205.83093527500284,58.58736003173048,187.44707183135003,1047.4544103131593,7.835035907500857,1.7811999247050114,190.83170961475815
DZA,high,Algeria,Middle East & North Africa,Lower middle income,41847289.67978317,568.9563470722217,2265.320666871591,823.971006577711,1258.5091675708466,325.50395496940615,176.10501074400003,15.868396860576787,286.3523759598125,483.7378312554933,10511.927360014028,266508.89340945,448.5484515291387,8169.92774832396,9156.90123813828,224.76284265911093,2.552158870168726,9177.094322200672,153.58552129021717,16.733842449565593,771.58950305318,343.87818561160367,173.3049693186438,93.0361974910708,3430.3408651080404,15.469107000515015,5.596938148488458,287.9598713604089,74.95386508749861,246.84008388983477,1384.1951543294454,10.97870042011534,2.970865097700995,270.54504996253655
DZA,low,Algeria,Middle East & North Africa,Lower middle income,41847289.67978317,184.89780308593026,888.8769434922523,823.971006577711,1258.5091675708466,325.50395496940615,176.10501074400003,8.276842348084148,140.33135262008074,353.74854919801027,7366.729171905251,266508.89340945,323.2401951126996,4609.96567716779,6279.458420471663,114.62075868516608,1.3040480207755865,5215.756416626982,95.89612035859997,8.28108054005287,339.25010323994235,167.76591024129766,109.94949565561986,38.005266179361165,2030.9224820311729,8.164568472056395,2.2027206957176286,143.66594659854172,44.61039774508422,132.335453380237,769.8688038162283,5.489524917390314,0.9269559633261683,131.06536090184866
ASM,central,American Samoa,East Asia & Pacific,Upper middle income,55504.94583680459,383.33867287990455,1723.610084419194,1160.836626873634,1201.4421254651763,NA,NA,29.745514252260072,578.9136697821497,635.5081342761769,15246.278849136474,NA,592.7355175367181,6475.258705052602,13924.63726969491,164.32970136812193,1.8711129349260538,7358.80919238429,91.36801988961027,77.67709673165699,1436.684451265537,1850.5073979198316,115.50375188617885,81.98205019170071,2736.4541795333994,18.011043202273314,3.715915014255716,390.4464118940446,72.64389266844292,284.1688708631398,1592.1333885144757,22.710365847938196,4.871106480123005,551.4827902450602
ASM,high,American Samoa,East Asia & Pacific,Upper middle income,55504.94583680459,617.8359436770857,2672.266359031262,1160.836626873634,1201.4421254651763,NA,NA,38.53642082263544,768.0119399267317,729.2152645645698,18015.779780427805,NA,680.3491244640666,8470.077003182825,16401.403628392847,232.8923117896571,2.6559908648851818,9595.698663208332,112.10890776282166,97.29728155659278,2076.644248776973,2359.605709889942,140.34794626329634,123.72678713518422,3409.3499880543504,23.544032506425296,5.6891835729559315,528.2971783475292,90.98901930722158,368.7205560350152,2055.4399306264672,28.884767056607814,7.613439283389337,716.0108959762713
ASM,low,American Samoa,East Asia & Pacific,Upper middle income,55504.94583680459,209.52501930879353,1071.3974908707326,1160.836626873634,1201.4421254651763,NA,NA,22.72802069387263,426.1751857587532,554.1219899483516,12886.801644284531,NA,515.4299449270018,4749.811762245489,11765.126182779013,105.44818390354304,1.1986128727659449,5410.133566482336,71.2393894496088,60.26218049624904,926.1080829047693,1408.5529561404244,92.49628167188253,51.37671223378886,2129.0713794969647,13.473179754732918,2.2263531812061457,280.539446082271,56.66472710583813,201.44994264284026,1205.549272080796,17.567556437160132,2.8020902289104828,417.18979645087626
AND,central,Andorra,Europe & Central Asia,High income,83064.21143528551,151.50421064299624,1005.2121922889252,223.8151001347202,754.958209033944,NA,53.60691959999993,40.40181733112989,541.9788163334598,737.8247804433798,12414.42352766233,NA,685.1132488164601,10023.2371476772,11229.083907117078,3.2943853093475095,0.0377853001671964,11474.466873736154,312.7607773189257,10.20927694781045,484.66426182740594,150.38296668882512,91.14424424666139,66.06621734743182,1280.170788053837,24.436539780033915,2.9579311380265096,272.98760869151596,43.82946700214601,153.7790166324126,566.0356926761041,57.7876767242152,16.562642130609166,1287.6067440908118
AND,high,Andorra,Europe & Central Asia,High income,83064.21143528551,258.60417367781844,1499.2243328143359,223.8151001347202,754.958209033944,NA,53.60691959999993,53.146060689173986,738.2945472892999,896.6654090679319,15551.619764894958,NA,837.6010194157951,13023.882833116559,14186.481811727717,4.6221130215248305,0.05304801755877103,14925.46089129051,387.47061128233827,13.572184660119747,711.6507121858108,207.29041755152454,117.4404700161527,99.04950472276863,1714.107822840278,31.553025342367597,4.623834981055393,367.18841417308255,57.66798308949239,202.82180507108788,773.9314399166082,76.50026223690159,25.968629681496196,1727.8223917000716
AND,low,Andorra,Europe & Central Asia,High income,83064.21143528551,77.3102143462656,633.8463807286389,223.8151001347202,754.958209033944,NA,53.60691959999993,29.033454860495933,374.095315829331,595.6817843167929,9699.395392490187,NA,549.0237306268081,7379.07287205056,8681.837062791592,2.191707970869344,0.02518135647062317,8479.803331532657,236.70795409543757,7.277536889521963,310.24297797527447,103.30718052750466,66.49474002328573,41.1679691300793,903.275561686174,17.67273382222791,1.7274995093113952,193.0045233506996,31.481085873811292,107.7275347926348,393.32157990986207,42.01953204047493,9.389457794195831,917.7624544974018
