location_id,location_level,iso3,estimate,location_name,country,region,income_group,pop,Asthma.Inci.1to18,Asthma.Prev.1to18,exac.0to17,exac.18to99,PTB,LBW,COPD_Deaths,COPD_YLLs,AllCause_Deaths,AllCause_YLLs,Absences,TotCV_Deaths,TotResp_Deaths,TotCV_YLLs,TotResp_YLLs,NCD.LRI_Deaths,NCD.LRI_YLDs,NCD.LRI_YLLs,LRI.child_Deaths,LRI.child_YLLs,AllCause_YLDs,COPD_YLDs,Diabetes_Deaths,Diabetes_YLDs,Diabetes_YLLs,IHD_Deaths,IHD_YLDs,IHD_YLLs,LRI_Deaths,LRI_YLDs,LRI_YLLs,Stroke_Deaths,Stroke_YLDs,Stroke_YLLs,LC_Deaths,LC_YLDs,LC_YLLs,OthCV_Deaths,OthResp_Deaths,TotCV_YLDs,TotResp_YLDs,OthCV_YLDs,OthResp_YLDs,OthCV_YLLs,OthResp_YLLs,birth.rate,labor.partic
160,3,AFG,central,Afghanistan,Afghanistan,South Asia,Low income,38277536.31659593,558.2256050760689,2279.230589589073,1027.335967360846,649.8140787921017,379.32741577148437,NA,9.859870793824346,239.26819543126413,386.91580516376877,12038.059595068553,244170.45743894918,158.65608586289275,17.36583880531304,4322.143824562787,447.1689771294397,280.26104820633117,3088.1177950858837,7654.2767160977755,35.974014539069564,3168.944771648039,5508.875498680943,75.62023737871422,11.21970061737576,263.18674285466506,303.2428848964223,89.65527226939889,24.217321126127203,2491.5339919595085,9.868633708492142,2.6435059521074282,254.95737046386284,42.84655999273571,91.74349247035377,1139.61853169505,3.8594813922245543,0.8875250175490054,112.79287805202006,26.154253600758153,7.505968011488694,154.24763495410886,136.90069764615558,38.286821357627886,61.280460267441356,690.9913009082284,207.9007816981756,36.466,48.743
160,3,AFG,high,Afghanistan,Afghanistan,South Asia,Low income,38277536.31659593,897.7893012807632,3447.4279420350763,1027.335967360846,649.8140787921017,379.32741577148437,NA,14.338111419791776,356.99853233947937,469.57223868575574,15211.39859684113,244170.45743894918,197.33809109088793,23.84318450866374,5589.611898011334,633.5601992424732,341.68334738090385,4050.261171534654,9687.958874330241,48.437897062129174,4264.407725478461,7411.870883631166,93.60216591040889,18.304629584131618,386.91570101114775,506.74400344199586,116.93954354319104,37.34587037024841,3357.4238927831843,13.832956208373567,4.09806266018464,373.6077055687805,59.72718373101906,120.47227481734903,1630.5573270469401,6.782826122657735,1.7511302141478489,201.49319737328395,20.671363816677825,9.505073088871963,200.93882973021186,175.38628101008277,43.12068454261441,81.78411509967388,601.63067818121,276.56166690299386,36.466,48.743
160,3,AFG,low,Afghanistan,Afghanistan,South Asia,Low income,38277536.31659593,306.9344731476227,1445.848984930103,1027.335967360846,649.8140787921017,379.32741577148437,NA,5.41525081335221,133.12803320811858,312.52582163462307,9553.089476412953,244170.45743894918,121.31223924660765,11.810870337395345,3213.9927222486035,298.09320190200043,219.30027995901293,2267.1119389765536,5830.882885629887,25.290137935905445,2229.2807823849294,3994.6345307188767,58.07059165978961,6.040264866670984,168.4631617924206,158.44520143831883,65.59787362568237,14.779646795105617,1777.4955990664785,6.697439974506667,1.5567571154335322,167.19682754548774,27.37077247852344,64.78523633730228,723.1721055209483,1.981688655582287,0.34414576370081684,54.78657519964378,28.343593142401843,6.395619524043135,111.0243063325157,102.61461765977235,31.459423200107807,44.544025999982736,713.3250176611768,164.96516869388185,36.466,48.743
43,3,ALB,central,Albania,Albania,Europe & Central Asia,Upper middle income,2720353.0608179104,173.3015931340942,686.8501947964212,243.8856163767667,506.0948521094022,90.15098456382752,61.714361623622004,22.118800129774712,320.42099958893544,803.771641840816,14138.875771203504,449147.42675306805,471.91162836898064,29.798113616862075,7267.8218297233425,450.29335832029795,773.4750625028564,7460.649052893336,13010.071153295336,2.4069205339860713,209.79558754856816,9896.832151196406,133.79405967877315,5.485901544920951,432.04902831572787,97.41041155011737,220.26566363947728,126.49312667652437,3552.4495579514673,13.931126204710738,3.5602500956648697,206.89123596873728,205.0707764132537,283.6376698874604,2967.9937009932405,42.44686579103388,9.832961604315,934.6183962155416,46.575188316249694,7.679313487087363,655.5563615913525,227.47504389078688,245.42556502736772,93.68098421201373,747.3785707786346,129.8723587313625,10.343,70.373
43,3,ALB,high,Albania,Albania,Europe & Central Asia,Upper middle income,2720353.0608179104,282.22643644556473,1081.8610029230517,243.8856163767667,506.0948521094022,90.15098456382752,61.714361623622004,29.935100801713507,447.5793110747468,1009.4882298077548,18158.57952111281,449147.42675306805,596.9972742928053,40.10522885501267,9383.740476501716,626.2584527273168,972.2289033546235,9727.097132689449,16748.641945739666,3.0909978234615156,269.0171817701971,12931.474211016079,170.64525051529588,7.71427904432104,633.1160773906221,140.33562027226145,282.99734253335464,190.74040462590318,4684.523978338717,19.48214370715747,5.487502434843518,307.5275008294819,260.7976434049816,372.5556546193843,3864.2549146564133,59.26848254105381,16.231134940318565,1327.112584990686,53.20228835446903,10.170128053299162,858.3408526504802,296.17004621890345,295.04479340519265,125.52479570360757,834.9615835065852,178.67914165257002,10.343,70.373
43,3,ALB,low,Albania,Albania,Europe & Central Asia,Upper middle income,2720353.0608179104,94.05558598282222,416.7318188847903,243.8856163767667,506.0948521094022,90.15098456382752,61.714361623622004,15.470106909602643,217.47578613609352,633.558390877814,10886.430402207827,449147.42675306805,363.7574915634457,21.117561251062746,5531.126765199824,311.3014250323581,607.884718403384,5493.787679185864,9972.999592016868,1.8459528704867576,160.9802925337876,7303.8687948493125,99.09257329380283,3.759360751119843,275.06698122156706,64.69459043400317,166.1256783198152,78.48127852091514,2638.213299980468,9.692681956378332,2.1058214532824513,137.2798600961086,154.8837327477112,199.03955585500472,2207.455713198959,29.389259750651668,5.317564436056897,637.873541304667,42.74808049591928,5.647454341460103,467.0189125354947,166.56409114197612,189.4980781595748,67.47151784817329,685.4577520203966,93.82563889626459,10.343,70.373
139,3,DZA,central,Algeria,Algeria,Middle East & North Africa,Lower middle income,41847289.67978317,347.08522685577833,1446.0783417196992,823.971006577711,1258.5091675708466,312.31328320884705,166.812877104324,11.620812019926253,206.24056420326707,422.7439520682355,9300.130898231162,270734.67010574124,232.24454041212718,17.738712802003068,4398.995002873591,334.85099858989895,381.48017275446085,6255.682820874545,7602.879361599281,1.829277094623894,161.0164169746325,7850.729788285547,130.79911689962688,11.9203770163676,537.747984708976,245.0741791596485,139.81577563207756,62.35552767699593,2697.8135968557926,11.463945021428477,4.012938324940596,216.18771843733975,58.83687322057291,192.77906283330486,1062.8294623049715,7.8506614342644365,1.7869814374980586,191.79460933859846,33.59189155947669,6.1179007820768145,348.96945484279826,202.0882444541325,93.83486433249746,71.28912755450563,638.351943712827,128.61043438663188,23.298,45.234
139,3,DZA,high,Algeria,Algeria,Middle East & North Africa,Lower middle income,41847289.67978317,568.9563470722215,2265.320666871591,823.971006577711,1258.5091675708466,312.31328320884705,166.812877104324,15.9477430367119,291.24258027792064,492.57788866075384,11056.69897305381,270734.67010574124,280.7612889324048,23.626968626358913,5500.151967508739,456.07823919335215,448.54845152913845,8169.92774832396,9156.901238138276,2.552158870168726,224.76284265911093,10226.15401456994,161.75414213752495,16.760811339195705,786.0832734806498,345.5392477535643,174.05958965264287,93.63402822766753,3476.8496519389078,15.711778216832878,6.144356263131305,302.9111216125382,75.34382298313245,254.33152143375756,1408.2196630993942,11.003314005181283,2.980658116205798,272.0619405274663,31.357876296629456,7.679225589647013,455.3743519713636,258.02270866703475,107.4088023099385,96.2685665295098,615.0826524704371,164.8356589154315,23.298,45.234
139,3,DZA,low,Algeria,Algeria,Middle East & North Africa,Lower middle income,41847289.67978317,184.89780308593026,888.8769434922523,823.971006577711,1258.5091675708466,312.31328320884705,166.812877104324,8.309586013038013,142.3493109730665,360.0754779080764,7756.6547743475685,270734.67010574124,189.4162007111609,12.978808469064676,3486.176902155293,238.95940888357075,323.2401951126997,4609.96567716779,6279.458420471663,1.3040480207755865,114.62075868516608,5800.403623325611,100.5052664947686,8.290805889938566,344.3475922395766,168.36488144159756,110.25809318200918,38.190015862200624,2049.9394702616605,8.277568394171974,2.3970442303519937,150.62796931912914,44.760001357882196,135.79527966276623,779.0861581002787,5.4981601632691115,0.9299832867906569,131.59746625666605,34.398106171269546,4.669222456026663,249.34344372758267,152.3846047062812,75.35814820261581,51.879338211512604,657.151273793354,96.61009791050424,23.298,45.234
298,3,ASM,central,American Samoa,American Samoa,East Asia & Pacific,High income,55504.94583680459,383.33867287990455,1723.610084419194,1160.836626873634,1201.4421254651763,NA,NA,29.861610755742433,586.0645620701977,646.1929667397108,15904.510559264778,NA,222.25373151135238,40.49324989067634,5207.888353742284,842.6301333896092,592.7355175367181,6475.258705052602,13924.637269694911,1.8711129349260538,164.32970136812193,7983.055926128102,96.0134953859201,77.81046795901409,1470.9656514985265,1858.7216916143186,115.85425890877166,82.37524811406487,2758.048581133875,18.42802622175321,4.104810105598001,416.13174738816775,73.17850338840947,291.53951079715785,1625.064696833968,22.784747414832644,4.897878655541351,556.0651875988701,33.22096921417125,10.631639134933906,486.693461487365,160.50309861869758,112.77870257614228,64.48960323277748,824.7750757744416,256.56557131941156,16.6,NA
